Id,Employer,Jobtitle,Startdate,Enddate,Salary,Location,Experience,Specialization,description,no
2302,Notore chemical industries Ltd,Field Operator/ Environmental Officer ,Jun-2011,Present,NULL,"Onne, Port harcort",2,Production,"POWER PLANT OPERATOR,
STEAM BOILERS PLANT OPERATOR,
WATER TREATMENT PLANT OPERATOR,
PLANT and INSTRUMENT AIR SYSTEM PLANT OPERATOR,
CHEMICAL HANDLING AND AIR SEPARATION PLANT OPERATOR
",5760
2303,Notore chemical industries Ltd,Field Operator/ Environmental Officer ,Jun-2011,Present,NULL,"Onne, Port harcort",2,Production,"POWER PLANT OPERATOR,
STEAM BOILERS PLANT OPERATOR,
WATER TREATMENT PLANT OPERATOR,
PLANT and INSTRUMENT AIR SYSTEM PLANT OPERATOR,
CHEMICAL HANDLING AND AIR SEPARATION PLANT OPERATOR
",5760
2304,Notore chemical industries Ltd,Field Operator/ Environmental Officer ,Jun-2011,Present,NULL,"Onne, Port harcort",2,Production,"POWER PLANT OPERATOR,
STEAM BOILERS PLANT OPERATOR,
WATER TREATMENT PLANT OPERATOR,
PLANT and INSTRUMENT AIR SYSTEM PLANT OPERATOR,
CHEMICAL HANDLING AND AIR SEPARATION PLANT OPERATOR
",5760
2305,Notore chemical industries Ltd,Field Operator/ Environmental Officer ,Jun-2011,Present,NULL,"Onne, Port harcort",2,Production,"POWER PLANT OPERATOR,
STEAM BOILERS PLANT OPERATOR,
WATER TREATMENT PLANT OPERATOR,
PLANT and INSTRUMENT AIR SYSTEM PLANT OPERATOR,
CHEMICAL HANDLING AND AIR SEPARATION PLANT OPERATOR
",5760
2306,Notore chemical industries Ltd,Field Operator/ Environmental Officer ,Jun-2011,Present,NULL,"Onne, Port harcort",2,Production,"POWER PLANT OPERATOR,
STEAM BOILERS PLANT OPERATOR,
WATER TREATMENT PLANT OPERATOR,
PLANT and INSTRUMENT AIR SYSTEM PLANT OPERATOR,
CHEMICAL HANDLING AND AIR SEPARATION PLANT OPERATOR
",5760
2307,Ifetex Computer Training Centre,cyber cafe manager,Feb-2009,Dec-2012,NULL,port harcourt,3,Banking,"I am twenty five years old, i graduated from the department of banking and finance, Rivers state university of science and technology, Port Harcourt.",4016
2308,Homan group,Assistance accountant,Jul-2008,Present,NULL,"13,Ibrahim Street,Sango Otta,Ogun State",5,Finance,I hereby apply for the post of administrative and clerical in your reputable company,1227
2309,enterprise bank ltd,TELLER,Jun-2008,Aug-2013,NULL,"aba,abia",5,Banking,good in delivering organizations goals.,3267
2310,"Siba Group Of Companies, Ikot Ekpene. Akwa Ibom State",Production Staff (Internship program),Mar-2011,Sep-2011,NULL,Akwa Ibom State,0,Production,production of good quality polyethylene bags for commercial use,2010
2311, Kaftech Computers,HARDWARE MAINTENANCE AND REPAIR ,Aug-2011,Dec-2011,NULL,"68, Ayangburen Road Ikorodu, lagos",0,IT-Hardware,optician ,2388
2312,", Spectranet Telecommunication",Customer Service Executive,Nov-2012,Present,NULL,lagos,1,Telecoms,"manage customers  efficiently in a friendly manner. Assist customers by providing information as sought for.
Attend to customer complaints and raising “Trouble Ticket"" and ensuring TT is  well  closed",715
2313,Chesney Hotel,Front Office Supervisor,Aug-2011,Nov-2012,NULL,lagos,1,Hospitality,"Receive guests and always ensure all company guests comfortable.
Ensure that guests receive the best possible services available.

Ensure that employees project professionalism and provide friendlines",715
2314,"Diya, Fatimilehin & Co. Estate Surveyors Valuers",LETTING OFFICER,Jan-2010,Jun-2011,NULL,lagos,1,Real Estate,"Taking enquiries from prospective clients.
Proper documentation of client request.
Arranging and conducting inspection of properties with prospective clients.
Marketing research and Monitoring of the ",715
2315,PRONATURA INTERNATIONAL NIGERIA,District IT Officer,Mar-2010,Nov-2012,NULL,PORT HARCOURT,2,IT-Hardware,FORMULATION OF NETWORK PARAMETERS,4638
2316,Ministry of Niger Delta Affairs,Project Officer (Casual),Nov-2013,Present,NULL,"Calabar, Cross River State",1,Construction,"Site Supervision, ensuring work is carried out according to specifications.
Vetting Laboratory results.",240
2317,xpress partners ltd,courier,Feb-2010,Present,NULL,port harcourt,4,Marketing,i am very humble to my  co-works,568
2318,"Uyo City Polytechnic,Ndue Otong Oku,Uyo",Lecturer,Oct-2008,Present,NULL,Akwa ibom State,6,Consulting,"Lecturing on Business,Management & Entrepreneurial Courses etc",3723
2319,"Uyo City Polytechnic,Ndue Otong Oku,Uyo",Lecturer,Oct-2008,Present,NULL,Akwa ibom State,6,Consulting,"Lecturing on Business,Management & Entrepreneurial Courses etc",3723
2320,"Whizkid Monterssori School, Azuabie Town, Port Harcourt",   Class Teacher,Feb-2013,Present,NULL,"Port Harcourt, Rivers State",1,Education,teaching,4119
2321,High Grade International School,Administrative Officer,Feb-2008,Present,NULL,Port Harcourt,6,Secreatry,"?	Management of cash transaction, records and proper documentation of files. 
?	Preparation of bills and payment vouchers. 
?	Mobilisation and administration of necessary logistics for operations.
",403
2322,Stesi Events,Admin Manager,Feb-2013,Present,NULL,"Yaba, Lagos",1,HR,Undertake the administrative function,4997
2323,Pauline projects limited,Admin officer,Oct-2008,Jul-2012,NULL,"Agege, Lagos",4,Finance,"Undertake clerical, Admin, site inspection / supervision, project management",4997
2324,SOMOTEX NIGERIA LIMITED,MARKETING/SALES EXECUTIVE,Jun-2013,Present,NULL,PORT HARCOURT,1,Marketing,"Job description: Sales and securing of order from existing and new customers.
Service support:
•	Fleet Maintenance Survey:
•	Scrap Tyre Analysis
•	Optimal tyre selection and management. 
•	Complete ty",3683
2325,SOMOTEX NIGERIA LIMITED,MARKETING/SALES EXECUTIVE,Jun-2013,Present,NULL,PORT HARCOURT,1,Marketing,"Job description: Sales and securing of order from existing and new customers.
Service support:
•	Fleet Maintenance Survey:
•	Scrap Tyre Analysis
•	Optimal tyre selection and management. 
",3683
2326,SOMOTEX NIGERIA LIMITED,MARKETING/SALES EXECUTIVE,Jun-2013,Present,NULL,PORT HARCOURT,1,Marketing,"Job description: Sales and securing of order from existing and new customers.
Service support:
•	Fleet Maintenance Survey:
•	Scrap Tyre Analysis
•	Optimal tyre selection and management. 
",3683
2327,SOMOTEX NIGERIA LIMITED,MARKETING/SALES EXECUTIVE,Jun-2013,Present,NULL,PORT HARCOURT,1,Marketing," Sales and securing of order from existing and new customers.
Service support:
•	Fleet Maintenance Survey:
•	Scrap Tyre Analysis
•	Optimal tyre selection and management. 
",3683
2328,SOMOTEX NIGERIA LIMITED,MARKETING/SALES EXECUTIVE,Jun-2013,Present,NULL,PORT HARCOURT,1,Marketing," Sales and securing of order from existing and new customers.
Service support:
•	Fleet Maintenance Survey:
•	Scrap Tyre Analysis
•	Optimal tyre selection and management. 
",3683
2329,SOMOTEX NIGERIA LIMITED,MARKETING/SALES EXECUTIVE,Jun-2013,Present,NULL,PORT HARCOURT,1,Marketing," Sales and securing of order from existing and new customers.
Service support:
•	Fleet Maintenance Survey:
•	Scrap Tyre Analysis
•	Optimal tyre selection and management. 
",3683
2330,SOMOTEX NIGERIA LIMITED,MARKETING/SALES EXECUTIVE,Jun-2013,Present,NULL,PORT HARCOURT,1,Marketing," Sales and securing of order from existing and new customers.
Service support:
•	Fleet Maintenance Survey:
•	Scrap Tyre Analysis
•	Optimal tyre selection and management. 
",3683
2331,SOMOTEX NIGERIA LIMITED,MARKETING/SALES EXECUTIVE,Jun-2013,Present,NULL,PORT HARCOURT,1,Marketing," Sales and securing of order from existing and new customers.
Service support:
•	Fleet Maintenance Survey:
•	Scrap Tyre Analysis
•	Optimal tyre selection and management. 
",3683
2332,SOMOTEX NIGERIA LIMITED,MARKETING/SALES EXECUTIVE,Jun-2013,Present,NULL,PORT HARCOURT,1,Marketing," Sales and securing of order from existing and new customers.
Service support:
•	Fleet Maintenance Survey:
•	Scrap Tyre Analysis
•	Optimal tyre selection and management. 
",3683
2333,SOMOTEX NIGERIA LIMITED,MARKETING/SALES EXECUTIVE,Jun-2013,Present,NULL,PORT HARCOURT,1,Marketing," Sales and securing of order from existing and new customers.
Service support:
•	Fleet Maintenance Survey:
•	Scrap Tyre Analysis
•	Optimal tyre selection and management. 
",3683
2334,DICTACHI FOODS NIGERIA LIMITED,PRODUCTION/QUALITY CONTROL MANAGER.,Jan-2014,Present,NULL,PORTHARCOURT,0,Production,"?	Plan and coordinate production of yoghurt and juice
?	Oversees the Quality of finished product (yoghurt, bread, and foods)
?	Maintains proper CIP Practice
?	Monitors GMP AND GHK Practices.
?	Controls the quality of foods, yoghurt and bread.
?	Supervise production activities to meet compliance.
?	Report to the management about substandard raw materials.
?	Organizes and facilitates seminars about GMP to the staff.
?	Formulates new products Recipes to company.
?	Innovate and plans new product SOP.
?	Ensures the usage of standard and approved raw materials.
",5137
2335,Ce-Stalong Resources Limited,Account/Operation Office,Jan-2014,Present,NULL,Port Harcourt,0,Finance,"•	Supervise all financial reports and pricing on an everyday basis and provide NAV for all investments. 
•	Administer all accounts and budgets for various departments, perform audits on tax and prepar",1746
2336,Ce-Stalong Resources limited,Sales Representative,Jul-2013,Dec-2013,NULL,Port Harcourt,0,Logistics,"•	Provide complete and appropriate solutions for every customer to achieve sales goal and maximize customer satisfaction. 
•	Help sniff out innovative ideas to improve store processes and performance.",1746
2337,"	Recoss Nigeria Limited, Port Harcourt",Secretary,Jan-2005,Sep-2007,NULL,Port Harcourt,2,Secreatry,"•	Ensuring meetings are effectively organised and minuted
•	Maintaining effective records and administration
•	Upholding the legal requirements of governing documents, charity law, company law etc (wh",1746
2338,Interoil Investment Nigeria Limited ,Account Officer ,Sep-2012,Mar-2014,NULL,Oil and Gas Free Zone Onne Rivers State,2,Finance,"Process payable and receivables 
Tax- VAT,WHT and PAYE
Stock Management
Bank Reconciliation 
Stock count, Valuation and reconciliation
Final Account 
Invoicing
Payroll",4805
2339,JirehLink Nigeria Limited	,System Administrator,Feb-2012,Present,NULL,Uyo,2,IT-Hardware,"?	Evaluates the performance of systems resources such as operating systems, servers and databases and implements change where required to improve performance on Window platforms.
?	Monitors related industry trends, technological developments and emerging practices in the IT industry and higher education in anticipation of changing customer needs and expectations and make recommendations to management and initiates projects.
?	Coordinates hardware and software purchases and prepares recommendations to the Manager of Systems Engineering.
?	Works with senior IT peers or customer personnel, including executive management, in other departments, external vendors and service providers to complete projects, or resolve problems.
",1763
2340,NYSC,   Class Teacher,Nov-2012,Oct-2013,NULL,"Government Secondary School Onda, Nasarawa, Nasara",1,Education,"•	Prepare weekly lesson notes
•	Carry out periodic assessment of students
•	Follow through on organizational strategy and directives
",5544
2341,"God’s Favour Secondary School Abuloma, Port Harcourt ",Teacher,Sep-2011,Oct-2012,NULL,Port Harcourt ,1,Education,"
 ovide instructional schedule and, long and short (topic/chapter/assignment and test dates) range planning information. 
•	Gather information about upcoming instructional plans, topics, assignment",5544
2342,National Petroleum Development Company-Port Harcourt Field Office (NPDC-PHFO) ,Admin Assistant & Aid to Procurement Officer,Dec-2009,May-2010,NULL,Port Harcourt,1,HR,"•	Assisted the Procurement Officer in the computation of daily AGO, PMS AND HPK supply and usage (both monetary and quantitative values) as well as; 
•	Assisted the Admin Officer in the daily administrative and office support activities such as; 
?	Research, draft or abstract reports
?	Handle all enquires within my capacity
?	Fielding telephone calls
?	Receiving and directing visitors 
?	Word processing
?	Filing, etc.
",5544
2343,co.FRANK-EMAK LTD,Field Officer/Safety Representative,Oct-2013,Present,NULL,SPDC &  SAPIEM,1,Oil &amp; Gas,120 Eneka Rupokwu Rumuowha Eneka Port Harcorth.,1081
2344,Schlumberger Cooperative Society,Administrative Officer,Aug-2011,Present,NULL,Port Harchourt,3,Finance,"•	Ensure prompt and efficient reporting and administration, according to the directive of the Management Committee (MC).
•	Implement all necessary Business processes enhancement introduced by the MC.",2035
2345,University Of Calabar,Administrative Assistant - Dept. Of Adult Education,Jan-2008,Dec-2010,NULL,University of Calabar,2,Finance,"•	Assist the MD on all assigned duties.
•	Represent the MD at meetings, take notes/minutes, implement decisions reached and report accordingly.
•	Assemble and orientate research (field) assistants. ",2035
2348,Royal child School,Mathematics Teacher,Sep-2013,Present,NULL,No 7 Eliminigwe Housing Estate,1,Education,"•	Preparing and presenting lessons that will enable students to learn the mathematics skills and concepts contained in their curriculum.
•	Developing and maintaining a comfortable and orderly classroom atmosphere that will promote and support learning.
•	Developing a clear set of classroom rules and procedures, and make students understand and follow them.
•	Encouraging student questions, and strive to answer them.
•	Helping students to see the importance of math in their everyday lives.
•	Always willing to listen to student concerns and problems.
•	Applaud the efforts of students, and enjoy their individual growth.
",2690
2347,"Uruan Local Government Council, (NYSC)",Safety Supervisor,Mar-2012,Feb-2013,NULL,"Ifiayong, Akwa Ibom",1,Construction,"•	Ensure safe working conditions on site.
•	Ensure HSE requirements are followed.
•	Supervise workers on site and ensure work is properly done.
",2690
2349,Rccg Chapel Of Grace,Head Of Finance,Jan-2010,Sep-2013,NULL,"Bradford,  United Kingdom",3,Finance,"I worked within a team of 6 staff to supervise church financial projects with duties including
 Recording of weekly offerings, donations, gift aids and preparing yearly account for external auditing.",2687
2352,Integrated Waste Solutions ltd,Administrative Executive,Jan-2011,Present,NULL,Port Harcourt,3,Finance,Incharge of administarial duties. preparation of invoices for our clients. tracking of monthly payments.Incharge of online submission of e-invoice....and many other duter,3428
2351,MID YORKSHIRE GENERAL HOSPITAL,TRAINEE BIOMEDICAL SCIENTIST,Sep-2011,Aug-2012,NULL,"Pinderfield, United Kingdom",1,Medical,"worked in a team of 20 staff at the laboratory to receive and analyze clinical specimen, manage patient records and performing quality control check on test methods, reagents and equipment",2687
2353,Integrated Waste Solutions ltd,Administrative Executive,Jan-2011,Present,NULL,Port Harcourt,3,Finance,Incharge of administarial duties. preparation of invoices for our clients. tracking of monthly payments.Incharge of online submission of e-invoice....and many other duter,3428
2354,Eritan Int’l Coy Nig. Ltd,Accountant,Jan-2002,Dec-2008,NULL,Port Harcourt,6,Marketing,Printing and Packaging,5028
2355,PROJECT DEVELOPMENT AGENCY(PRODA),Laboratory Technician (SIWES),Feb-2010,Sep-2010,NULL,ENUGU,0,Production,"ANALYSE SAMPLES IN THE LABORATORY.
WORK WITH THE CHIEF TECHNOLOGIES IN RECORDING RESULTS OF VARIOUS EXPERIMENTS",350
2356,Mabseed Nigeria Limited,Site Engineer,Aug-2010,Jul-2012,NULL,Maryland Lagos,2,Telecoms,"?	General supervision of contractors
?	Switch Maintenance 
?	Installation of RBS (Radio Base Station)
?	Installation of RF cables
?	Antenna tilting 
?	Ensuring that materials are delivered to site on time
",847
2357,rivers state social services contributory trust fund,Monitoring and Evaluation Officer,Oct-2013,Present,NULL,port-harcourt,1,IT-Project,"Preparing project design and where necessary,carry out project redesign to ensure timely and cost-effective project delivery.
Monitor day-day project execution and performance",398
2358,rivers state social services contributory trust fund,Monitoring and Evaluation Officer,Oct-2013,Present,NULL,port-harcourt,1,IT-Project,"Preparing project design and where necessary,carry out project redesign to ensure timely and cost-effective project delivery.
Monitor day-day project execution and performance",398
2359,KIA Motors,Parts Sales Engineer (Intern),Mar-2011,Sep-2011,NULL,"Benin City, Edo",0,Secreatry,Assisted in the Parts Department,2974
2360,CAS Marine Services LTD,Administrative Account Officer        ,Nov-2012,Present,NULL,Port Harcourt,2,Finance,"I am responsible for preparing monthly operational reports on sales and inventories, logistics, vendor statement reconciliation and keeping records of supplies/deliveries, including financial and accounting entries. I also supervise the Van Sales Men (Busers) and ware house stock analysis and daily tracking of shipment alerts. I also maintain customer’s records and keeping documents for debtors’ activities. I ensure daily and accurate posting of the various books and records in the accounting ERP application software (DMS, TradeFigure and Spreadsheet). I maintained daily inventory analysis and monthly stock evaluation",3653
2361,NYSC,CHEMISTRY AND PHYSICS TEACHER FOR SSS2 AND SSS3,Jun-2014,Present,NULL,botem tai rivers state,0,Engineering,"Ability to listen, write and speak effectively, conveys information verbally and in writing as successful communication is critical in place of work.",2447
2362,footprint technical sevices ltd,field service engineer,Mar-2010,Present,NULL,warri,4,Oil &amp; Gas,"•	Support construction/ Engineering and define solution of engineering problems during construction
•	Installed and oversees installations of equipment’s and components according to manufacturer’s specification.
•	Interprets maintenance manuals, schematics and drawings.
•	Consult with engineering personnel to repair unusual problems in the system.
•	Support maintenance activities on mechanical equipments (pumps and Air compressor).
•	Giving Technical Maintenance support to on site activities.
•	Ensuring that all components and procedure are followed to ensure quality control
•	Supervise workers in testing the equipments and installation prior to commissioning
•	Provide mechanical Engineering experience and technical advice to other member staff 
•	Understand and interprets the scope of work
",4224
2363,footprint technical sevices ltd,field service engineer,Mar-2010,Present,NULL,warri,4,Oil &amp; Gas,"•	Support construction/ Engineering and define solution of engineering problems during construction
•	Installed and oversees installations of equipment’s and components according to manufacturer’s specification.
•	Interprets maintenance manuals, schematics and drawings.
•	Consult with engineering personnel to repair unusual problems in the system.
•	Support maintenance activities on mechanical equipments (pumps and Air compressor).
•	Giving Technical Maintenance support to on site activities.
•	Ensuring that all components and procedure are followed to ensure quality control
•	Supervise workers in testing the equipments and installation prior to commissioning
•	Provide mechanical Engineering experience and technical advice to other member staff 
•	Understand and interprets the scope of work
",4224
2364,"Huawei Technology Limited,Nigeria",FIELD MAINTENANCE ENGINEER,Mar-2014,Present,NULL,"Port Harcourt, Nigeria",0,IT-Hardware,"•	Carryout Corrective and Preventive Maintenance, Planned work and Provisioning of Multi-Customer and Multi-Technology Network 

•	Provide First /second level maintenance/intervention of reported faul",1127
2365,Davilola technologies,INDUSTRIAL ATTACHMENT,Oct-2010,Apr-2011,NULL,portharcourt,1,Secreatry,"Performed several duties like data documentations, preparing of meeting with projectors and routine computer checkups",5353
2366,Davilola technologies,INDUSTRIAL ATTACHMENT,Oct-2010,Apr-2011,NULL,portharcourt,1,Secreatry,"Performed several duties like data documentations, preparing of meeting with projectors and routine computer checkups",5353
2367,Davilola technologies,INDUSTRIAL ATTACHMENT,Oct-2010,Apr-2011,NULL,portharcourt,1,Secreatry,"Performed several duties like data documentations, preparing of meeting with projectors and routine computer checkups",5353
2370,etisalat,customer care,Oct-2012,Present,NULL,"Lagos, Nigeria",2,Telecoms,"Operational

·        Attend to and resolve customer queries promptly and courteously at all times.

·        Route customer issues to the relevant units using defined escalation channels.

·        D",1583
2371,Kaduna Refining and Petrochemical Company,ENGINEERING INTERN,May-2009,Nov-2009,NULL,Kaduna,0,Construction,Maintenance of the refinery building infrastructures ,3609
2372,Nuru Secondary School,Further Mathematics Teacher,Jan-2011,Jun-2011,NULL,Kaduna,0,Education,Taught mathematics and further mathematics.,3609
2373,"Federal Ministry of Works, Mabushi",Youth Corper,Jul-2011,Jul-2012,NULL,Abuja,1,Engineering,Planning and Scheduling of Federal Highway projects.,3609
2374,Dangot Services Nig,Operations Supervisor,Jan-2011,Jan-2014,NULL,Akwa Ibom Eket,3,Production,"Driving operational improvements, maximizing the value of the asset base while ensuring a tight control on operational costs. Responsible for monitoring and continually improving standards of performance and quality. Provided proactive Safety support to internal and external staff, Monitored and prevented potential workplace safety hazards through routine inspections and training with accurate and up-to-date documentation of policies, procedures and data and investigations into accidents, incidents, injuries, and unsafe conditions",3919
2375,Winlot Global Resources Ltd,INVENTORY MANAGER,Oct-2010,Present,NULL,"27, Oba Akran, Ikeja Lagos",4,Logistics,"•Monitoring the levels of stock and make purchase orders when it falls below desirable levels
•Establishing and maintaining relationships with suppliers to ensure efficiency along  the supply chain",1307
2376,Community comprehensive secondary school obinagu Udi LGA Enugu,Teaching,Nov-2012,Nov-2013,NULL,Enugu state,1,Education,I was the Head Teacher of English Language and Literature in English.,1728
2377,Community comprehensive secondary school obinagu Udi LGA Enugu,Teaching,Nov-2012,Nov-2013,NULL,Enugu state,1,Education,I was the Head Teacher of English Language and Literature in English.,1728
2378,Community comprehensive secondary school obinagu Udi LGA Enugu,Teaching,Nov-2012,Nov-2013,NULL,Enugu state,1,Education,I was the Head Teacher of English Language and Literature in English.,1728
2379,Community comprehensive secondary school obinagu Udi LGA Enugu,Teaching,Nov-2012,Nov-2013,NULL,Enugu state,1,Education,I was the Head Teacher of English Language and Literature in English.,1728
2380,Community comprehensive secondary school obinagu Udi LGA Enugu,Teaching,Nov-2012,Nov-2013,NULL,Enugu state,1,Education,I was the Head Teacher of English Language and Literature in English.,1728
2381,Community comprehensive secondary school obinagu Udi LGA Enugu,Teaching,Nov-2012,Nov-2013,NULL,Enugu state,1,Education,I was the Head Teacher of English Language and Literature in English.,1728
2382,Community comprehensive secondary school obinagu Udi LGA Enugu,Teaching,Nov-2012,Nov-2013,NULL,Enugu state,1,Education,I was the Head Teacher of English Language and Literature in English.,1728
2383,Anchor Telecoms Company,Logistics Officer,May-2013,Present,NULL,ASABA / LAGOS,1,Telecoms,"MTN Hybrid and Generator Installation
Logistic processes and relationship between transporters and supplies.
Logistics and site engineers.
Relationships between logistics, project and Account unit.
Management of Drivers.
Management of items on sites.
Documentation of goods and materials.
Storage of goods, equipment.
Negotiation of transportation costs",3489
2385,"Ricos Technical Services Nigeria Ltd, Enerhen Road, Enerhen Warri, Delta State.",Flow-line Valve Maintenance Engineer,Aug-2013,Nov-2013,NULL,Enerhen Warri Delta State,0,Production,"•	Maintenance and Repair of all kinds of Flow line Valves, e.g Ball Valves, Gate Valves, Check Valves, Butterfly Valves, etc.
•	Pressure/Hydro Testing of Flow line Valves.
•	Charting of Flow-line Valves using Barton Recorder.
",2118
2386,"Government Day Secondary School, Ijan-otun, Oro, Kwara State",National Youth Service Corps (NYSC) - Teacher,Jul-2012,Jul-2013,NULL,"Ijan-otun, Oro Kwara State",1,Education,"•	Taught Chemistry, Physics, Computer Science and Introductory Technology (JSS 1, SS 1, SS 2 and SS 3)
•	Served as the Coordinator of Junior Engineers, Technicians and Scientists Club (JETS) and Anti-HIV/AIDS Club
•	Served as the General Secretary of NYSC Community Development Service (CDS) Oro Axis and the Welfare Director of the National Association of Catholic Corps Members (NACC) Kwara State Chapter
•	Was the Coordinator of Peer Education Trainers (PET) CDS Group
",2118
2387,"Hercules Offshore Nig. Ltd, MCC Yard Enerhen, Warri, Delta State",Electronic Maintenance Engineer,Nov-2010,Feb-2011,NULL,MCC Yard Enerhen Warri Delta State,1,Engineering,"•	Maintenance and Installation of Marine Telecommunication/Electronic Equipment like Radar, Radios, GMDSS, Compass, etc.
•	Maintenance and Installation of DSTV Decoder and other Electronic Equipment.
•	Programming and installation of VHF and UHF Radios
•	Installation, Troubleshooting and Repair of Fire Alarm, Heat/Smoke Detectors, Power Supply Units, LCD/PLASMA TV and emergency lighting systems
",2118
2388,"Anotech Global Co. Nig. Ltd, EVOC Yard Enerhen, Warri, Delta State",Maintenance Engineer,Sep-2010,Oct-2010,NULL,"EVOC Yard Enerhen Warri, Delta State",0,Engineering,"•	Maintenance and Repair of Welding Machine, Generator, Computers and other Electrical/Electronic Appliances in Office/Workshop/Warehouse
•	Welding and Fabrication of Elbow beveled Pipes, A-frame, Flanges and Valves
•	Store Keeper
•	Assembling of Valves and Polishing of Equipment/Materials  
",2118
2389,Westend Limited,Admin Manager,Feb-2011,Present,NULL,Port-Harcourt,3,Food,"WESTEND LIMITED PORT HARCOURT (manager shell branch 2011 till date)

DUTIES
?	Responsible for maintaining high standards of food hygiene.
?	In charge of the food and beverage service.
?	Negotiating the price of food supplies with third parties.
?	Ensuring high standards of food quality from point of purchase to meal preparation, cooking and service.
?	Liaising with cooks and kitchen staff on a daily basis.
?	Maintaining accurate financial and administrative records.
?	Organizing new initiatives and planning promotions.
?	Driving sales and developing new income streams.
?	Involved in planning menus for the restaurant and special events.
?	Advising customers on meals and beverages.
?	Meeting with the restaurant owners and senior managers to discuss financial forecasts and set budgets.
?	Monitoring the quality of food.
?	Ordering supplies when required.
?	Taking action to investigate and address all non-compliance of health and safety guidelines.
?	Involved in providing advice and opinion on the introduction of new products, meals and services.
?	Recruiting new staff and training them to a suitable standard.
?	Dealing with customer complaints.
?	Ensuring compliance with the Alcohol Licensing Act 2003.
?	Responsible for the security and maintenance of the catering and dining area.
",4933
2390,PORTHARCOURT REFINING COMPANY,ASSISTANT OPERATOR,Aug-2010,Feb-2011,NULL,"ILESA, ELEME",1,Oil &amp; Gas,"RESPONSIBILITY
•	Supervisor of pumps, boiler, compressor and turbine routine maintenance and operation.
•	Demineralization of water / treatment
•	Shut down, startup operation of boilers and turbines
•",5677
2391,GOVT GIRLS SECONDARY SCHOOL ,PHYSICS TEACHER,Jul-2013,Present,NULL,GOVT GIRLS SECONDARY SCHOOL (SNR) RUMOUKWUTA PORTH,1,Education,TAUGHT SENIOR SECONDARY CLASS ONE PHYSICS,5677
2392,SOFT ALLIANCE AND RESOURCES LIMITED ,DATA ANALYST,Aug-2011,Present,NULL,ADO EKITI,3,Finance,"?	I participated in data capturing of  all Civil Servants in Ekiti State which include entering of individual staff’s data into computer
?	I was involved in finger printing and picture snapping of MDA",2748
2393,WORLD HEALTH ORGANISATION,MONITORING AND EVALUATION OFFICER,Oct-2010,Jul-2011,NULL,ADO EKITI,1,NGO,"?	Monitoring and Evaluation Officer 
?	data collection, house-to-house monitoring of vaccinators performances
?	collation of data collected in-process and end-process monitoring
?	Compilation and eval",2748
2394,"WISDOM FOUNDATION INTERNATIONAL SCHOOL, EGBEWA STREET ADO EKITI",CLASS TEACHER,May-2009,Aug-2010,NULL,ADO EKITI,1,Education,Mathematics& further MathematicsTeacher,2748
2395,LUMEX INTERNATIONAL COLLEGE TAIWO ROAD ILORIN ,CLASS TEACHER,Mar-2008,Feb-2009,NULL,ILORIN KWARA STATE,1,Education,Mathematics& further MathematicsTeacher,2748
2396,EXPRESS FUNDING NIG. LTD,EXECUTIVE ASSISTANT,Aug-2012,Feb-2013,NULL,LAGOS,1,Finance,"Provided information Management Support.
Produced documents, briefing papers and reports.
Liaised with customers and staffs.
Carried out banking transactions as approved by the manager.
",5562
2397,Fefferetti Food Court,Store Officer,Aug-2012,Present,NULL,"8, Ohaeto Street, D/line by CFC Bus Stop, Port Har",2,Logistics,"•	Receiving materials from suppliers and entering it into the appropriate books.
•	Recording of all stock items that are issued out to the other department with proper approval from the management.
•	Sorting and placing inventory in storage areas, shelves or in bins according to predetermined sequence.
•	Filling requisition for material and assist in stock taking.
•	Maintaining daily/weekly cycle counts of all stock items and submit stock level to the manager.
•	Inspection of material received for accurate quantity and quality condition
",4983
2398,TQISL Oil Services Ltd,Mud ogging Engineer/ Geologist,Apr-2014,Present,NULL,Port Harcourt,0,Oil &amp; Gas,"Operate and maintain the logging unit and equipment in excellent condition.
                                         Evaluating lithology samples and reporting any hydrocarbon shows.
                                         Monitor rig functions, operations, and downhole conditions.
                                        Communicating Geological drilling information as requested by client.
                                         Represent Logging Systems in a Professional manner.
                                         Write a concise but comprehensive Geology report on drilling operation.

",1808
2399,commercial agric developement project,facilitator,Jan-2010,Present,NULL,lagos state agege,4,Food,teach and train farmers on how to do well on their farms and do analysis,4391
2404,"Darycet International Ltd (Civil and Steel Engineering Contractor), Port Harcourt",Mechanical Engineer,Jan-2011,Present,NULL,"Port Harcourt, Rivers State",3,Construction,"Preparation of pipe sizes calculations, Design of piping with autoCAD, Pump head calculation, Mechanical design Calculations, and Stress Analysis for storage tank as per API and ASME codes, and Preparation of Mechanical Data-Sheets.",1922
2405,Salvation Ministries Church,Front Desk Manager,Apr-2013,Sep-2013,NULL,Plot 17 Birabi street G.R.A phase 3 Port Harcourt,0,Secreatry,"Oversee, Monitored and controlled every activity carried out at the front office.",4741
2406,Hotel Presidential,Reservation Officer,Sep-2011,Apr-2013,NULL,Aba Road Port Harcourt,2,Secreatry," Was in charge of all Companies / Individual Reservations, respond to request and quotations, monitored and controlled changes in bookings.",4741
2407,REHOBOTH IDEALTEC LTD,Head of Technicals,Jan-2014,Present,NULL,portharcourt,0,Engineering,"installation, maintenance, and repairs of Inverter systems.",3910
