Id,University,StartDate,EndDate,GPA,OutOf,Course,Courselevel,Classification,Specialization,projects,no
1425,"The Polytechnic, Ibadan",Nov-2007,Nov-2012,3.24,4,Mechanical Engineering,HND,Second class upper,Engineering,,5920
1428,Abia State Polytechnic,Nov-2007,Nov-2009,3.32,4,Biology/MicroBiology,HND,Second class upper,Food,,5536
1432,Federal Polythenic Nekede,Nov-2007,Sep-2012,2.96,4,Library and Information Science,HND,Second class lower,Advertising,,6199
1433,akanu ibiam fed poly,Oct-2006,Sep-2011,3.06,4,mechanical Engineering Technology,HND,Second class upper,Engineering,,238
1434,Petrolem Training Institute ,Apr-2001,May-2007,2.75,5.oo,electrical electronics Engr Technology,HND,First class,Oil &amp; Gas,,4500
1437,"Institute of management and Technology, Enugu",Sep-2006,Oct-2011,2.65,4,Elect/Elect,HND,Second class lower,Engineering,,4202
1446,Federal Polythenic Niger State,Sep-2008,Nov-2012,2.96,4,Elect/Elect,HND,Second class upper,Engineering,,4786
1449,Abia State Polythenic Aba,Sep-2008,Nov-2012,3.03,4,Public Administration,HND,Second class upper,Media,,487
1451,Federal Polythenic  BidaNiger State,Sep-2009,Nov-2012,2.3,4,Chemical Engineering,HND,Second class lower,Engineering,,3264
1452,"Federal Polytechnic, Nekede",Sep-2007,Nov-2012,3.08,4,Building Tech,HND,Second class lower,Construction,,3245
1453,The Polythenic Ibadan,Sep-2004,Nov-2012,2.45,4,Estate Management,HND,Second class lower,Real Estate,,4345
1454,Osun State College of Technology,May-2006,Oct-2012,4,5,Statistics,HND,Second class upper,Finance,,3872
1459,Federal Polythenic Offa Kwara State,Sep-2006,Nov-2012,2.82,4,Banking and Finance,HND,Second class lower,Banking,,5646
1460,Federal Polythenic Offa Kwara State,Sep-2004,Nov-2012,3.17,4,Accountancy,HND,Second class upper,Finance,,5947
1461,Federal Polythenic Offa Kwara State,Sep-2004,Nov-2012,2.9,4,Accountancy,HND,Second class lower,Finance,,5438
1462,"Federal Polythenic Ede, Osun State",Jan-2006,Nov-2012,2.87,4,Elect/Elect,HND,Second class lower,Engineering,,1854
1464,"Federal Polytechnic, Nekede",Sep-2006,Nov-2013,2.77,4,Marketing,HND,Second class lower,Marketing,,2583
1466,"Federal Polytechnic, Nekede",Sep-2007,Oct-2012,2.9,4,Mechanical Engineering,HND,Second class lower,Engineering,,3476
1467,"Federal Polytechnic, Nekede",Sep-2007,Nov-2012,2.98,4,Elect/Elect,HND,First class,Engineering,,382
1470,Auchi Polythenic Auchi,Jan-2010,Nov-2012,3.01,4,Computer Science,HND,Second class upper,IT-Software,,429
1474,Abia State Polytechnic,Sep-2010,Oct-2012,3.11,4,Accountancy,HND,Second class upper,Finance,,5298
1480,Taraba state College of Agriculture,Nov-2008,Oct-2012,2.5,4,Agriculture,HND,Second class lower,Food,,5046
1481,"Federal Polytechnic, Nekede",Dec-2006,Jul-2012,2.61,4,Electrical/Electronics Engineering,HND,Second class lower,Engineering,,617
1483,"Abia State polytechnic, Aba",Sep-2007,Nov-2012,3.2,4,Banking and Finance,HND,Second class upper,Finance,,3844
1487,Federal Polythenic Offa Kwara State,Sep-2005,Sep-2013,2.98,4,Statistics,HND,Second class lower,Finance,,1116
1489,"Federal Polytechnic, Nekede",Jan-2007,Aug-2012,2.87,4,Office Technology And Management,HND,Second class upper,Media,,2549
1490,Rugipo Polythenic Owo,Sep-2005,Nov-2012,2.44,4,Business Administration,HND,Second class lower,Consulting,,3878
1492,Nuhu Bamalli Polythenic Zaria,Jan-2006,Dec-2012,2.33,4,Mass Communication,HND,Second class lower,Media,,4236
1493,Federal Polytechnic Oko,Nov-2008,Oct-2012,2.92,4,Electrical Engineering,HND,Second class lower,Engineering,,3288
1494,"Moshood Abiola Polytechnic, Ojere",Aug-2006,Apr-2012,2.94,4,Electrical and Electronics Engineering,HND,Second class lower,Engineering,,4625
1496,"Federal Polytechnic, Nekede",Sep-2007,Aug-2012,2.92,4,Agricultural Engineering Technology,HND,Second class upper,Engineering,,472
1508,"Institute of management and Technology, Enugu",Sep-2005,Sep-2012,2.63,4,Science Lab. Technology,HND,Second class lower,Medical,,1631
1511,The Polytechnic Ibadan,Nov-2006,Sep-2012,3.17,4,Civil Engineering,HND,Second class upper,Engineering,,1730
1515,Yabatech,Sep-2008,Nov-2012,2.45,4,Civil Engineering,HND,Second class lower,Engineering,,4622
1527,Benue Polythenic Ugbokolo,Sep-2010,Sep-2012,2.67,5,MicroBiology,HND,Second class lower,Engineering,,916
1530,Federal Polytechnic Oko,Sep-2007,Nov-2012,3.25,4,Electrical and Electronics Engineering,HND,Second class upper,Engineering,,4381
1534,"The Polytechnic, Ibadan",Sep-2006,Nov-2012,3.24,4,Electrical and Electronics Engineering,HND,Second class lower,Engineering,,2977
1535,Rufus Giwa Polythenic Owo,Sep-2007,Oct-2012,3.15,4,Computer Engineering,HND,Second class upper,Engineering,,5033
1538,"The Federal Polytechnic, Ado",Sep-2006,Oct-2012,3.16,4,Mineral Resource Engineering,HND,Second class upper,Engineering,,2879
1787,"Institute of Management and Technology, Enugu",Jan-2006,Sep-2011,2.99,4,Elect/Elect,HND,Second class upper,Engineering,,2439
1545,Federal Polythenic Nekede,Sep-2007,Nov-2012,3.27,4,Science Technology (Microbiology Option),HND,Second class upper,Medical,,2384
1546,"Federal University of Technology, Owerri",Sep-2007,Nov-2012,4.22,5,Environmental Technology,HND,Second class upper,Engineering,,1973
1556,"Federal Polythenic  Bida, Niger State",Sep-2006,Nov-2012,2.58,4,Statistics,HND,Second class lower,Finance,,6055
1559,"Delta State polytechnic, Ozoro",Nov-2007,Sep-2012,3.54,5,Business Administration and management,HND,First class,Consulting,,3548
1575,"Federal Polythenic Nekede, Owerri",Sep-2007,Nov-2012,3.23,4,Public Administration,HND,Second class upper,NGO,,5163
1577,The Polythenic Ibadan,Jan-2007,Nov-2012,2.4,4,Civil Engineering ,HND,Second class lower,Engineering,,4031
1580,"Federal Polythenic, Oko",Jan-2005,Nov-2012,2.5,4,Accounting,HND,Second class lower,Finance,,6186
1581,"Institute of Management and Technology, Enugu",Sep-2007,Nov-2011,2.56,4,Elect/Elect,HND,Second class lower,Engineering,,3561
1582,"Federal Polythenic Nekede, Owerri",Sep-2007,Nov-2012,3.3,4,Elect/Elect,HND,Second class upper,Engineering,,4352
1583,"Federal Polythenic Nekede, Owerri",Sep-2007,Oct-2012,3.05,4,Purchasing and Supply,HND,Second class upper,Marketing,,2859
1584,"Federal Polythenic Nekede, Owerri",Sep-2007,Nov-2012,3.12,4,Agric. Engineering ,HND,Second class upper,Engineering,,4332
1586,"Federal Polythenic Offa, Kwara State",Sep-2005,Oct-2012,2.71,4,Accounting,HND,Second class lower,Finance,,1416
1590,"Federal Polytenic, oko",Sep-2007,Oct-2012,2.64,4,Accounting,HND,Second class lower,Finance,,785
1591,"Federal Polythenic Nekede, Owerri",Sep-2006,Oct-2012,2.85,4,Office Technology & Management,HND,Second class lower,Secreatry,,4153
1592,"Federal Polytenic, oko",Sep-2007,Oct-2012,2.64,4,Accounting,HND,Second class lower,Finance,,785
1594,"Federal Polythenic Nekede, Owerri",Sep-2005,Nov-2012,2.77,4,Elect/Elect,HND,Second class lower,Engineering,,5764
1595,"Akanu Ibiam Federal Polythenic, Uwana",Sep-2007,Nov-2012,3.17,4,Mechanical Engineering,HND,Second class upper,Merchandising,,4944
1596,"Federal Polytenic, oko",Sep-2006,Nov-2012,3.13,4,Printing Technology,HND,Second class upper,Architecture,,4855
1604,"Federal Polythenic Nekede, Owerri",Sep-2007,Oct-2012,2.6,4,Elect/Elect,HND,Second class lower,Engineering,,1966
1606,"Federal Polythenic Nekede, Owerri",Sep-2010,Nov-2012,3.42,4,Public Administration,HND,Second class upper,Media,,827
1607,Yaba College Of Technology,Jan-2011,Sep-2012,2.91,4,Computer Science,HND,Second Class Lower,IT-Hardware,,507
1609,Olabisi onabanjo university ,Sep-2004,Apr-2009,2.57,3,accounting,HND,First class,Finance,,4860
1616,delta state polytechnic ozoro. and Federal polytechnic nekede. owerri,Jan-2007,Aug-2012,3.01,4,BUILDING TECHNOLOGY,HND,Second class upper,Construction,,3309
1615,"Delta state polytechnic ozoro. 2007-2009 and FEDERAL POLYTECHNIC NEKEDE,OWERRI 2010-2012",Nov-2007,Aug-2012,3.01,4,BUILDING TECHNOLOGY,HND,Second class upper,Construction,,3309
1620,Delta State Polytethnic Otefe - Oghara,Sep-2008,Oct-2012,2.57,4,Electrical and Electronics Engineering,HND,Second class lower,Engineering,,6169
1621,Federal Polythenic Nekede,Nov-2010,Aug-2012,3.2,4,Banking And Finance,HND,Second class upper,Banking,,5596
1622,Rivers State of University of Science and Technology,Sep-2007,Nov-2012,3.22,5,Civil Engineering,HND,Second class lower,Engineering,,5585
1626,Benue State Polythenic,Sep-2002,Nov-2012,2.7,4,Business Administration,HND,Second class lower,Consulting,,3256
1632,Akanu Ibiam Federal Polytechnic,Sep-2006,Nov-2012,2.57,4,Accounting,HND,Second class lower,Finance,,4892
1636,Abia State Polytechnic,Sep-2007,Oct-2012,2.92,4,Accounting,HND,Second class upper,Finance,,3436
1643,"Institute Of Management and Technology, Enugu",Sep-2008,Nov-2011,3.11,4,Corporate Economics & Management,HND,First class,Finance,,5148
1644,"Federal Polytechnic, Nassarawa",Oct-2005,Sep-2012,2.52,4,Estate Management,HND,Second class lower,Construction,,3446
1647,Yaba College of Technology,Oct-2010,Oct-2012,2.54,4,Urban and Regional Planning,HND,Second class lower,Construction,,4768
1648,"Federal Polytechnic, Nekede",Nov-2007,Sep-2012,2.87,4,Accountancy,HND,Second class lower,Finance,,2625
1656,Delta State Polytechnic ,Jan-2010,Nov-2012,2.85,4,Mechanical Engineering,HND,Second class lower,Engineering,,3195
1657,Osun state College of Technology,Oct-2008,Nov-2012,2.41,4,Banking and Finance,HND,Second class lower,Finance,,2366
1658,Akanu Ibiam Federal Polytechnic,Sep-2007,Nov-2012,3.56,4,Science Laboratory Technology (Biochemistry/Microbiology),HND,Second class upper,Medical,,1514
1662,Federal Polytechnic Bida,Jan-2008,Nov-2012,3.16,4,Mass Communication,HND,Second class upper,Advertising,,4716
1664,Abia State Polytechnic,Jan-2010,Nov-2012,2.85,4,Computer Science,HND,Second class lower,IT-Software,,3939
1665,Federal Polytechnic Nekede,Jan-2007,Nov-2012,3.01,4,Mechanical Engineering,HND,Second class upper,Engineering,,1840
1672,Abia State Polytechnic,Sep-2007,Oct-2012,3.08,4,Public Administration,HND,Second class upper,Media,,2132
1675,Federal Polytechnic Nekede,Jan-2007,Nov-2012,3.31,4,Mechanical Engineering,HND,Second class upper,Engineering,,4477
1676,Federal Polytechnic Nekede,Jan-2006,Nov-2012,3.05,4,Mechanical Engineering,HND,Second class upper,Engineering,,1977
1678,Federal Polytechnic Oko,Jan-2007,Nov-2012,3.62,4,Marketing,HND,Second class upper,Marketing,,3940
1679,"Federal Polytechnic Nekede, Owerri",Jan-2007,Nov-2012,2.87,4,Library & Information Science,HND,Second class lower,IT-Software,,1513
1682,Abia State Polytechnic,Sep-2007,Nov-2012,3.19,4,Computer Science,HND,Second class upper,IT-Software,,3342
1687,"Federal Polytechnic Nekede, Owerri",Jan-2007,Nov-2012,2.98,4,Food Technology,HND,Second class upper,Food,,1610
1688,Abia State Polytechnic,Jan-2007,May-2012,2.73,4,Accounting,HND,Second class lower,Finance,,6181
1690,"Institute of Management and Technology, Enugu",Jan-2009,Nov-2012,3,4,Accounting,HND,Second class upper,Finance,,510
1692,"Federal Polytechnic Nekede, Owerri",Jan-2007,Nov-2012,3.14,4,Computer Science,HND,Second class upper,IT-Software,,1930
1693,"Abia State Polytechnic, Aba",Jan-2010,Nov-2012,2.91,4,Marketing,HND,Second class upper,Marketing,,3522
1695,"Federal Polytechnic Idah, Kogi State",Sep-2007,Nov-2012,3.54,4,Statistics,HND,First class,Finance,,2417
1697,OSISATECH,Aug-2005,Oct-2012,2.98,4,Computer Science,HND,Second class upper,IT-Software,,1071
1698,"Abia State Polytechnic, Aba",Jan-2007,Oct-2012,3.08,4,Business Administration,HND,Second class upper,Consulting,,5851
1700,"Federal Polytechnic Nekede, Owerri",Jan-2007,Oct-2012,3.33,4,Computer Science,HND,Second class upper,IT-Software,,5889
1701,"federal polytechnic, Bauchi",Jan-2006,Nov-2012,3.16,4,Mechanical/Production Engineering,HND,Second class upper,Engineering,,4418
1703,"Federal Polytechnic Nekede, Owerri",Jan-2007,Oct-2012,2.71,4,Mechanical Engineering,HND,Second class lower,Engineering,,2950
1704,"Akanu Ibiam Federal Polythenic, Uwana",Jan-2007,Oct-2012,3.01,4,Public Administration,HND,Second class upper,Media,,2678
1706,"Federal Polytechnic Nekede, Owerri",Mar-2002,Oct-2012,2.98,4,Office Technology & Management,HND,Second class lower,Secreatry,,466
1707,"Federal Polytechnic Nekede, Owerri",Mar-2006,Oct-2012,2.84,4,Mechanical Engineering,HND,Second class lower,Engineering,,616
1708,"Moshood Abiola Polytechnic Abeokuta, Ogun State",Jan-2008,Nov-2012,3,4,Mass Communication,HND,Second class upper,Advertising,,5724
1712,"Institute of Management and Technology, Enugu",Jan-2006,Sep-2012,2.65,4,Telecommunication Option,HND,Second class lower,Advertising,,852
1714,"Federal Polytechnic, Oko",Jan-2006,Sep-2012,3.05,4,Elect/Elect,HND,Second class upper,Engineering,,5299
1719,"Institute of Management and Technology, Enugu",Jan-2005,Sep-2011,2.56,4,Banking and Finance,HND,Second class lower,Banking,,4862
1720,"Abia State Polytechnic, Aba",Sep-2006,Sep-2012,3.27,4,Biology/Microbiology,HND,Second class upper,Medical,,2541
1721,"Kogi State Polytechnic, Lokoja",Jan-2010,Oct-2012,2.85,4,Public Administration,HND,Second class upper,Media,,4618
1723,"Federal Polytechnic, Oko",Jan-2007,Nov-2012,2.5,4,Science Lab. Tech (Microbiology),HND,Second class lower,Medical,,488
1724,"Abia State Polytechnic, Aba",Jan-2010,Nov-2012,3.42,4,Accounting,HND,Second class upper,Finance,,5625
1727,"Federal Polytechnic Nekede, Owerri",Jan-2007,Nov-2012,2.78,4,Architecture,HND,Second class lower,Architecture,,1367
1728,"Abia State Polytechnic, Aba",Jan-2010,Oct-2012,3.22,4,Accounting,HND,Second class upper,Finance,,1147
1731,Federal Polytechnic Bida,Jan-2006,Nov-2012,2.98,4,Hospital & Management,HND,Second class upper,Hospitality,,2463
1732,"Federal Polytechnic, Nekede",Nov-2007,Aug-2012,2.9,4,Mechanical Engineering,HND,Second class upper,Engineering,,4339
1736,"Federal Polytechnic, Nekede",Feb-2007,Sep-2012,2.83,4,Science Lab. Technology,HND,Second class lower,Medical,,1024
1740,"Federal Polytechnic, oko",Jan-2007,Oct-2012,2.36,4,Estate Management,HND,Second class upper,Construction,,5541
1744,"Federal Polytechnic, Oko",Jan-2007,Oct-2011,2.87,4,Accountancy,HND,Second class lower,Finance,,1383
1746,"Federal Polytechnic Nekede, Owerri",Jan-2005,Oct-2010,3.19,4,Agric. Engineering ,HND,Second class upper,Engineering,,1530
1748,"Institute of Management and Technology, Enugu",Jan-2006,Oct-2012,2.66,4,Banking and Finance,HND,Second class lower,Banking,,1104
1751,Imo State Polytechnic,Feb-2007,Nov-2012,3.15,4,Agric. Engineering ,HND,Second class upper,Engineering,,6170
1755,The Polytechnic Ibadan,Jan-2009,Oct-2011,2,4,Accountancy,HND,Third class,Finance,,4623
1759,Kwara State Polytechnic,Jan-2007,Nov-2012,3.15,4,Accountancy,HND,Second class upper,Finance,,3589
1768,"Institute of Management and Technology, Enugu",Jan-2009,Oct-2012,2.56,4,Banking and Finance,HND,Second class lower,Banking,,4177
1773,"College of Agric, Lafia",Sep-2006,Aug-2012,2.86,4,Agric. Extension and Management,HND,Second class lower,Engineering,,6140
1775,"Osun State Polytechnic, Ibadan",Sep-2006,Nov-2012,3.25,4,Accounting,HND,Second class upper,Finance,,1803
1777,Lagos State Polytechnic,Jan-2007,Nov-2012,2.66,4,Elect/Elect,HND,Second class lower,Engineering,,4771
1782,"Federal Polytechnic Nekede, Owerri",Jan-2007,Nov-2012,2.68,4,Accounting,HND,Second class lower,Finance,,1484
1784,"Abia State Polytechnic, Aba",Jan-2010,Oct-2012,3.36,4,Office Technology & Management,HND,Second class upper,Secreatry,,3330
1785,The Polytechnic Ibadan,Jan-2005,Sep-2012,3.53,5,Mass Communication,HND,Second class upper,Advertising,,5460
1786,"Abia State Polytechnic, Aba",Jan-2007,Sep-2012,3.2,4,Marketing,HND,Second class upper,Marketing,,2705
1795,The Polytechnic Ibadan,Jan-2005,Nov-2012,2.85,4,Mechanical Engineering,HND,Second class lower,Engineering,,5253
1797,"Institute of Management and Technology, Enugu",Jan-2005,Nov-2011,3.15,4,Elect/Elect,HND,Second class upper,Engineering,,4221
1798,"Abia State Polytechnic, Aba",Sep-2007,Aug-2012,3.18,4,Computer Science,HND,Second class upper,IT-Software,,1860
1800,"Federal Polytechnic Nekede, Owerri",Jan-2007,Aug-2012,2.68,4,Elect/Elect,HND,Second class lower,Engineering,,2881
1804,Plateau State Polytechnic,Jan-2003,Aug-2012,3.18,4,Public Administration,HND,Second class upper,Media,,6054
1808,"Federal Polytechnic Nekede, Owerri",Jan-2007,Nov-2012,3.28,5,Public Administration,HND,Second class upper,Media,,4909
1813,"Federal Polytechnic, Nekede",Sep-2007,Dec-2008,3.14,5,Elect/Elect,HND,Second class upper,Engineering,,3534
1814,Akanu Ibiam Federal Polythenic Uwana,Jan-2007,Nov-2012,3.3,4,Mechanical Engineering,HND,Second class upper,Engineering,,3947
1816,Federal Polytechnic Ado Ekiti,Jan-2006,Oct-2012,2.89,4,Accountancy,HND,Second class lower,Finance,,5305
1826,"Federal Polytechnic, Nekede",Jan-2005,Nov-2012,2.59,4,Elect/Elect,HND,Second class lower,Engineering,,6046
1828,"Federal Polytechnic Nekede, Owerri",Jan-2007,Nov-2012,3.1,4,Food Science and Technology,HND,Second class upper,Food,,5644
1833,"Federal Polytechnic Nekede, Owerri",Jan-2007,Nov-2012,2.66,4,Accountancy,HND,Second class lower,Finance,,2386
1836,"Abia State Polytechnic, Aba",Jan-2007,Nov-2012,2.98,4,Business Administration,HND,Second class upper,Consulting,,5737
1837,"Federal Polytechnic Nekede, Owerri",Jan-2007,Nov-2012,3.18,4,Library and Information Science,HND,Second class upper,Advertising,,618
1846,"Institute of Management and Technology, Enugu",Jan-2009,Nov-2011,2.71,4,Cooperative Economics and Management,HND,Second class lower,Management,,179
1848,"Akanu Ibiam Federal Polythenic, Uwana",Feb-2009,Feb-2010,2.85,4,Elect/Elect,HND,Second class lower,Engineering,,270
1852,Federal polytechnic Nekede owerri,Jan-2007,Sep-2012,2.68,4,FOOD SCIENCE AND TECHNOLOGY,HND,Second class lower,Food,,4670
1853,"Federal Polytechnic Nekede, Owerri, Imo State.",Oct-2005,Nov-2011,2.8,4,Public Administration.,HND,Second class lower,Management,,2650
1854,"Federal Polytechnic Nekede, Owerri, Imo State.",Oct-2005,Nov-2011,2.8,4,Public Administration.,HND,Second class lower,Management,,2650
1865,"Nuhu Bamalli Polytechnic, Zaria",Sep-2007,Nov-2012,2.88,4,Computer Science,HND,Second class upper,IT-Software,,608
1867,"Federal Polytechnic Nekede, Owerri",Sep-2003,Sep-2011,2.67,4,Business Administration,HND,Second class upper,Consulting,,342
1869,"Kogi State Polytechnic, Lokoja",Sep-2007,Nov-2012,2.93,4,Public Administration,HND,Second class upper,Media,,2818
1881,"Abia State Polytechnic, Aba",Sep-2008,Sep-2012,3.03,4,Biology/Microbiology,HND,Second class upper,Medical,,1547
1884,"Abia State Polytechnic, Aba",Sep-2007,Oct-2012,3.12,4,Business Administration & Management,HND,Second class upper,Consulting,,3279
1888,"Abia State Polytechnic, Aba",Nov-2007,Sep-2012,2.5,4,Banking and Finance,HND,Second class lower,Banking,,5219
1891,Sokoto State Polytechnic,Sep-2010,Nov-2012,2.5,4,Business Administration & Management,HND,Second class lower,Consulting,,2986
1893,Rivers State University of Science and Technology,Sep-2008,Oct-2012,3.05,5,Banking and Finance,HND,Second class lower,Banking,,4717
1895,Delta State Polytechnic ,Jan-2008,Sep-2012,2.87,4,Business Administration & Management,HND,Second class lower,Consulting,,2194
1903,"Federal Polytechnic, Offa",Sep-2006,Nov-2012,3.26,4,Microbiology,HND,Second class upper,Medical,,3240
1907,The Polytechnic Ibadan,Jan-2007,Dec-2012,3.49,4,Accountancy,HND,Second class upper,Finance,,753
1908,"Federal Polytechnic Nekede, Owerri",Jan-2006,Nov-2011,2.84,4,Estate Management,HND,Second class upper,Real Estate,,858
1909,"Nuhu Bamalli Polytechnic, Zaria",Jan-2006,Nov-2012,3.05,4,Office Technology & Management,HND,Second class upper,Secreatry,,5024
1911,"Federal Polytechnic Nekede, Owerri",Jan-2007,Nov-2012,2.93,4,Quantity Surveying,HND,Second class upper,Production,,4466
1913,"Akanu Ibiam Federal Polythenic, Uwana",Sep-2005,Nov-2010,2.49,4,Elect/Elect,HND,Second class lower,Engineering,,3212
1914,"Federal Polytechnic Nekede, Owerri",Sep-2007,Nov-2012,3.03,4,Food Science and Technology,HND,Second class upper,Food,,5501
1915,"Federal Polytechnic Nekede, Owerri",Jan-2007,Nov-2012,3.29,4,Estate Management,HND,Second class upper,Real Estate,,2305
1917,The Polytechnic Ibadan,Jan-2005,Nov-2012,3.45,4,Mass Communication,HND,Second class upper,Advertising,,790
1919,The Polytechnic Ibadan,Jan-2005,Nov-2012,3.39,4,Mass Communication,HND,Second class upper,Advertising,,264
1922,"Federal Polytechnic Nekede, Owerri",Jan-2006,Nov-2012,2.83,4,Cooperative Economics and Management,HND,Second class upper,Management,,4522
1924,"Federal Polytechnic Nekede, Owerri",Sep-2007,Aug-2012,3.33,4,Public Administration,HND,Second class upper,Media,,2435
1925,"Institute of Management and Technology, Enugu",Feb-2005,Dec-2011,3.22,4,Mechanical Engineering,HND,Second class upper,Engineering,,4322
1933,"Federal Polytechnic Nekede, Owerri",Jan-2008,Nov-2012,3.18,5,Quantity Surveying,HND,Second class upper,Construction,,890
1935,The Polytechnic Ibadan,Sep-2006,Nov-2012,2.63,4,Elect/Elect,HND,Second class lower,Engineering,,5403
1936,The Polytechnic Sokoto,Aug-2007,Nov-2012,3.05,4,Business Administration,HND,Second class upper,Consulting,,5595
1938,"Abia State Polytechnic, Aba",Jan-2007,Nov-2012,3.15,4,Chemistry/Biochemistry,HND,Second class upper,Oil &amp; Gas,,1518
1939,"Nuhu Bamalli Polytechnic, Zaria",Jan-2010,Nov-2012,2.6,4,Accountancy,HND,Second class lower,Finance,,2833
1940,Federal Polytechnic Offa,Jan-2003,Nov-2012,2.71,4,Marketing,HND,Second class lower,Marketing,,6108
1941,Plateau State Polytechnic,Sep-2007,Sep-2012,3.7,4,Accounting & Finance,HND,Second class upper,Finance,,4272
1948,"Federal Polytechnic Nekede, Owerri",Sep-2004,Nov-2009,3.28,4,Quantity Surveying,HND,Second class upper,Construction,,3633
1952,"Federal Polytechnic, Oko",Jan-2006,Dec-2012,2.66,4,Elect/Elect,HND,Second class lower,Engineering,,3451
1961,"Federal Polytechnic Nekede, Owerri",Sep-2005,Nov-2012,2.73,4,Banking and Finance,HND,Second class lower,Banking,,5302
1963,"Federal Polytechnic Nekede, Owerri",Oct-2007,Aug-2012,3.22,4,Microbiology/Biochemistry,HND,Second class upper,Medical,,5095
1967,"Federal Polytechnic Nekede, Owerri",Jan-2003,Nov-2012,3.25,4,Purchasing and Supply,HND,Second class upper,Marketing,,1364
1977,"Federal Polytechnic Nekede, Owerri",Jan-2007,Nov-2012,2.69,4,Marketing,HND,Second class lower,Marketing,,549
1978,"Federal Polytechnic Nekede, Owerri",Jan-2007,Nov-2012,2.89,4,Mechanical Engineering,HND,Second class lower,Engineering,,639
1981,"Institute of Management and Technology, Enugu",Jan-2006,Nov-2011,2.98,4,Marketing,HND,Second class lower,Marketing,,5232
1983,"Federal Polytechnic Nekede, Owerri",Nov-,Oct-,2.88,4,Elect/Elect,HND,Second class lower,Engineering,,1815
1985,OScotech Esa Oke,Jan-2006,Oct-,3.05,4,Accountancy,HND,Second class upper,Finance,,4175
1986,"Federal Polytechnic Nekede, Owerri",Jan-,Oct-2012,3.02,4,Building Technology,HND,Second class upper,Construction,,1892
1987,Akwa Ibom State Polytechnic,Nov-,Apr-,2.93,4,Mass Communication,HND,Second class lower,Media,,5527
1991,"Abia State Polytechnic, Aba",Aug-2010,Nov-2012,2.82,4,Accounting,HND,Second class lower,Finance,,3013
1993,"Institute of Management and Technology, Enugu",Sep-2006,Dec-2011,2.94,4,Accounting,HND,Second class lower,Finance,,291
1994,"Federal Polytechnic Nekede, Owerri",Nov-2007,Nov-2012,2.61,4,Accounting,HND,Second class lower,Finance,,2789
1996,"Abia State Polytechnic, Aba",Nov-2007,Nov-2012,2.93,4,Biology/Microbiology,HND,Second class lower,Food,,2201
2000,"Federal Polytechnic Nekede, Owerri",Feb-2007,Nov-2012,3.28,4,Office Technology & Management,HND,Second class upper,Secreatry,,5752
2001,"Federal Polytechnic Nekede, Owerri",Jan-2007,Nov-2012,3.28,4,Office Technology & Management,HND,Second class upper,Secreatry,,6012
2003,"Abia State Polytechnic, Aba",Jan-2007,Nov-2012,2.96,4,Banking and Finance,HND,Second class lower,Banking,,5322
2007,"Abia State Polytechnic, Aba",Jan-2007,Nov-2012,3.5,4,Public Administration,HND,Second class upper,Media,,3003
2008,Lagos State Polytechnic,Jan-2007,Sep-2011,2.66,4,Insurance,HND,Second class lower,Banking,,940
2009,"Benue State Polytechnic, Ugboholo",Jan-2010,Oct-2014,3.02,4,Marketing,HND,Second class upper,Marketing,,4818
2013,"Abia State Polytechnic, Aba",Jan-2007,Nov-2012,3.15,4,Accountancy,HND,Second class lower,Finance,,1821
2014,Federal Polytechnic Bida,May-2008,Dec-2012,2.73,4,Mass Communication,HND,Second class lower,Advertising,,6191
2016,Osun State College of Technology,Jan-2004,Nov-2012,2.93,4,Estate Management,HND,Second class lower,Real Estate,,2764
2017,Osun State College of Technology,Feb-2005,Nov-2012,3.03,4,Banking and Finance,HND,Second class upper,Banking,,3851
2029,FEDERAL POLYTECHNIC NEKEDE OWERRI IMO STATE.,Sep-2007,Aug-2010,3,4,ELECTRICAL ELECTRONICS ENGINEERING,HND,Second class lower,Engineering,,2287
2042,STATE POLYTECHNIC ZARIA KADUNA NIGERIA,Nov-2009,Oct-2011,2.84,4,QUANTITY SURVEYING,HND,Second class lower,Construction,,4421
2044,"The Federal Polytechnic Offa, kwara state",Oct-2007,Sep-2012,3.48,4,Mechanical Engineering (Power and Power),HND,Second class upper,Engineering,,3804
2045,"The Federal Polytechnic Offa, kwara state",Oct-2007,Sep-2012,3.48,4,Mechanical Engineering (Power and Power),HND,Second class upper,Engineering,,3804
2056,"Institute for Strategy, Technology and Organization, Munich School of Management,LMU Munich",Jul-2013,Sep-2013,,,Competitive Strategy,HND,,Management,,1759
2066,River State Polytechnic Bori,Sep-2005,Nov-2011,,,Mechanical engineerig,HND,,Engineering,,2483
2069,River State Polytechnic Bori,Sep-2007,Apr-2009,,,Business Administration,HND,,Consulting,,1917
2078,Rivers State Polytechine Bori,Sep-2007,Apr-2009,,,Business Adminstration,HND,Buiness Adminstratin,Finance,,1917
2091,yaba college of technology yaba lagos,Apr-2004,Oct-2010,,,Graphics Design,HND,,Advertising,,5604
2123,FEDERAL POLYTECHNIC NEKEDE OWERRI,Sep-2005,Nov-2010,,,Banking And Finance,HND,Banking And Financ,Banking,,3085
2127,Petroleum training institute,Sep-2009,Nov-2011,,,Environmental  Technology,HND,Environmental Technology,Finance,,4275
2129,Rivers state polytechnic bori,Sep-2005,Oct-2010,,,Electrical & Electronic Engineering,HND,upper credit,Engineering,,4125
