State,Country,DOB,Sex,MaritalStatus,RegDate,advertmeans,yr_exp,no,Experience,Specialization,Courselevel
edo,Nigeria,27,Female,NULL,2015-01-06 00:00:00,Google search,0,5171,0,Finance,HND
Rivers State,Nigeria,,NULL,NULL,2015-01-07 00:00:00,Facebook,0,2157,0,Finance,HND
FCT Abuja,Nigeria,31,Female,NULL,2015-01-07 00:00:00,A friend,0,2362,0,Finance,HND
KWARA,Nigeria,33,Male,NULL,2015-01-08 00:00:00,Google search,0,2607,0,Finance,HND
NULL,Nigeria,34,Female,NULL,2015-01-08 00:00:00,,0,3343,2,Advertising,BA
Enugu,Nigeria,36,Female,NULL,2015-01-08 00:00:00,Google search,0,5638,0,Advertising,BA
NULL,Nigeria,31,Male,NULL,2015-01-08 00:00:00,,0,5926,0,Advertising,BA
Rivers,Nigeria,34,Male,NULL,2015-01-08 00:00:00,Email,0,4560,0,Advertising,BA
NULL,NULL,,NULL,NULL,2015-01-08 00:00:00,NAN,0,3050,0,Site Engineering,Msc
Rivers State,Nigeria,28,Female,Single,2015-01-09 00:00:00,NAN,0,2142,0,Site Engineering,Msc
Rivers State,Nigeria,29,Female,Single,2015-01-09 00:00:00,NAN,0,1806,0,Oil &amp; Gas,Msc
NULL,NULL,,NULL,NULL,2015-01-09 00:00:00,NAN,0,1684,0,Oil &amp; Gas,Msc
ondo,Nigeria,33,Male,NULL,2015-01-09 00:00:00,Google search,0,2158,0,Oil &amp; Gas,Msc
NULL,Nigeria,30,Male,NULL,2015-01-10 00:00:00,,0,5387,0,Oil &amp; Gas,Msc
NULL,Nigeria,30,Male,NULL,2015-01-10 00:00:00,,0,4641,0,Oil &amp; Gas,Msc
Lagos,NULL,28,Female,NULL,2015-01-10 00:00:00,Google search,0,5209,0,Oil &amp; Gas,Msc
Rivers state,Nigeria,31,Female,NULL,2015-01-10 00:00:00,A friend,0,6109,0,Oil &amp; Gas,Msc
Rivers State,Nigeria,32,Male,NULL,2015-01-12 00:00:00,Career Fairs,0,5285,0,Oil &amp; Gas,Msc
Lagos,Nigeria,29,Female,NULL,2015-01-12 00:00:00,Google search,0,5178,0,Oil &amp; Gas,Msc
oyo,Nigeria,28,Male,NULL,2015-01-12 00:00:00,Google search,0,6117,0,Oil &amp; Gas,Msc
Lagos,Nigeria,28,Male,NULL,2015-01-12 00:00:00,Careergong marketer,0,4848,0,Oil &amp; Gas,Msc
IMO,Nigeria,31,Female,NULL,2015-01-13 00:00:00,Google search,0,5607,0,Oil &amp; Gas,Msc
ABIA,Nigeria,27,Female,NULL,2015-01-13 00:00:00,Email,0,2121,0,Oil &amp; Gas,Msc
NULL,Nigeria,35,Male,NULL,2015-01-13 00:00:00,,0,3734,0,Oil &amp; Gas,Msc
NULL,NULL,,NULL,NULL,2015-01-13 00:00:00,NAN,0,539,0,Oil &amp; Gas,Msc
RIVERS STATE,Nigeria,30,Female,NULL,2015-01-13 00:00:00,Career Fairs,0,542,0,Oil &amp; Gas,Msc
Ogun State,United Kingdom,26,Female,NULL,2015-01-13 00:00:00,Google search,0,6195,0,Oil &amp; Gas,Msc
Lagos,Nigeria,31,Female,NULL,2015-01-14 00:00:00,Newspaper article,0,2880,0,Oil &amp; Gas,Msc
Lagos,NULL,32,Male,NULL,2015-01-14 00:00:00,Careergong marketer,0,3335,0,Oil &amp; Gas,Msc
NULL,NULL,,NULL,NULL,2015-01-15 00:00:00,NAN,0,4295,0,Oil &amp; Gas,Msc
ABIA,Nigeria,29,Male,NULL,2015-01-15 00:00:00,Email,0,1695,0,Oil &amp; Gas,Msc
NULL,NULL,,NULL,NULL,2015-01-15 00:00:00,NAN,0,554,0,Oil &amp; Gas,Msc
LAGOS,Nigeria,30,Male,NULL,2015-01-15 00:00:00,Church,0,4572,0,Oil &amp; Gas,Msc
Rivers State.,Nigeria,32,Male,NULL,2015-01-15 00:00:00,A friend,0,4614,0,Oil &amp; Gas,Msc
Lagos,Nigeria,37,Male,NULL,2015-01-15 00:00:00,Google search,0,5948,0,Oil &amp; Gas,Msc
NULL,NULL,,NULL,NULL,2015-01-15 00:00:00,NAN,0,4143,0,Oil &amp; Gas,Msc
kaduna,Nigeria,33,Male,NULL,2015-01-15 00:00:00,Google search,0,3326,0,Banking,HND
Rivers,Nigeria,39,Male,NULL,2015-01-16 00:00:00,Email,0,3675,0,Banking,HND
rivers,Nigeria,33,Male,NULL,2015-01-16 00:00:00,Facebook,0,828,0,Banking,HND
NULL,NULL,,NULL,NULL,2015-01-16 00:00:00,NAN,0,1422,0,Banking,HND
Rivers State,Nigeria,32,Male,Single,2015-01-16 00:00:00,NAN,0,2779,0,Banking,HND
imo state,Nigeria,38,Male,NULL,2015-01-16 00:00:00,Poster at Cyber Cafe,0,3052,0,Banking,HND
NULL,NULL,,NULL,NULL,2015-01-16 00:00:00,NAN,0,3209,0,Banking,HND
Benue State,Nigeria,28,Male,NULL,2015-01-17 00:00:00,A friend,0,3032,0,Banking,HND
Kaduna,Nigeria,29,Male,NULL,2015-01-17 00:00:00,Careergong marketer,0,4967,0,Banking,HND
LAGOS,Nigeria,37,Male,NULL,2015-01-18 00:00:00,Jobs Fairs,0,1831,0,Banking,HND
BENUE ,Nigeria,42,Male,NULL,2015-01-19 00:00:00,Careergong marketer,0,5405,0,Banking,HND
NULL,NULL,,NULL,NULL,2015-01-20 00:00:00,NAN,0,5586,1,Education,BA
NULL,Nigeria,32,Male,NULL,2015-01-20 00:00:00,,0,6004,0,Education,BA
F C T Abuja,Nigeria,34,Male,NULL,2015-01-20 00:00:00,Google search,0,3892,0,Education,BA
Rivers State,Nigeria,31,Male,NULL,2015-01-20 00:00:00,Google search,0,1333,0,Education,BA
Ebonyi,Nigeria,35,Male,NULL,2015-01-21 00:00:00,Email,0,4908,0,Education,BA
OYO,Nigeria,30,Female,NULL,2015-01-21 00:00:00,Jobs Fairs,0,5883,0,Education,BA
Delta State,Nigeria,27,Male,NULL,2015-01-21 00:00:00,Google search,0,5862,0,Education,BA
NULL,NULL,,NULL,NULL,2015-01-21 00:00:00,NAN,0,3690,0,Education,BA
NIGERIA,Nigeria,40,Male,NULL,2015-01-21 00:00:00,Newspaper article,0,5691,0,Education,BA
edo,Nigeria,28,Male,NULL,2015-01-21 00:00:00,Google search,0,2098,0,Education,BA
Rivers,Nigeria,25,Female,Single,2015-01-22 00:00:00,NAN,0,5129,1,Architecture,OND
LAGOS,Nigeria,33,Male,NULL,2015-01-22 00:00:00,Email,0,5857,0,Architecture,OND
lagos,Nigeria,30,Male,NULL,2015-01-22 00:00:00,Jobs Fairs,0,2670,2,Logistics,Msc
NULL,NULL,,NULL,NULL,2015-01-22 00:00:00,NAN,0,6104,0,Logistics,Msc
NULL,NULL,,NULL,NULL,2015-01-22 00:00:00,NAN,0,3339,0,Logistics,Msc
RIVERS STATE,Nigeria,51,Male,NULL,2015-01-22 00:00:00,Email,0,3287,0,Logistics,Msc
LAGOS,Nigeria,35,Female,NULL,2015-01-22 00:00:00,Google search,0,1529,0,Logistics,Msc
NULL,Nigeria,29,Male,NULL,2015-01-23 00:00:00,,0,2234,0,Logistics,Msc
OYO,Nigeria,32,Male,NULL,2015-01-23 00:00:00,Telephon,0,428,3,Banking,B.Tech
lagos,Nigeria,31,Male,NULL,2015-01-23 00:00:00,Email,0,5833,0,Banking,B.Tech
Lagos,Nigeria,27,Female,NULL,2015-01-26 00:00:00,Google search,0,4773,0,Banking,B.Tech
Ondo,Nigeria,34,Male,NULL,2015-01-27 00:00:00,Google search,0,2418,0,Banking,B.Tech
oyo,Nigeria,29,Male,NULL,2015-01-27 00:00:00,Google search,0,6048,0,Banking,B.Tech
Cross River,Nigeria,30,Female,NULL,2015-01-27 00:00:00,Email,0,357,0,Banking,B.Tech
Cross River,Nigeria,30,Female,NULL,2015-01-27 00:00:00,Email,0,4901,0,Banking,B.Tech
lagos,Nigeria,29,Female,NULL,2015-01-27 00:00:00,Google search,0,5717,2,Construction,BA
AKWA IBOM,Nigeria,31,Male,NULL,2015-01-27 00:00:00,Email,0,1562,0,Construction,BA
NULL,Nigeria,33,Male,NULL,2015-01-27 00:00:00,,0,2108,0,Construction,BA
LAGOS,Nigeria,28,Male,NULL,2015-01-27 00:00:00,Google search,0,3568,0,Construction,BA
Kano,Nigeria,29,Male,NULL,2015-01-27 00:00:00,Google search,0,1285,0,Construction,BA
Rievers Stat,Nigeria,30,Female,NULL,2015-01-27 00:00:00,Google search,0,1713,0,Construction,BA
Oyo,Nigeria,40,Male,NULL,2015-01-28 00:00:00,Google search,0,5500,0,Construction,BA
Edo,Nigeria,38,Male,NULL,2015-01-28 00:00:00,Google search,0,837,0,Construction,BA
NULL,Nigeria,25,Female,NULL,2015-01-28 00:00:00,,0,4157,0,Construction,BA
NULL,NULL,,NULL,NULL,2015-01-28 00:00:00,Jobs Fairs,0,3670,0,Construction,BA
Lagos ,Nigeria,26,Male,NULL,2015-01-28 00:00:00,Google search,0,2037,0,Construction,BA
NULL,Nigeria,30,Female,NULL,2015-01-28 00:00:00,,0,698,0,Construction,BA
LAGOS,Nigeria,32,Male,NULL,2015-01-28 00:00:00,Google search,0,4128,0,Construction,BA
Kano,Nigeria,33,Male,NULL,2015-01-28 00:00:00,Google search,0,3108,0,Construction,BA
NULL,Nigeria,27,Female,NULL,2015-01-28 00:00:00,,0,2590,0,Construction,BA
NULL,Nigeria,30,Male,NULL,2015-01-28 00:00:00,,0,6042,0,Construction,BA
Port Harcourt,NULL,32,Male,NULL,2015-01-29 00:00:00,Facebook,0,2192,0,Construction,BA
NULL,NULL,,NULL,NULL,2015-01-29 00:00:00,A friend,0,1196,0,Construction,BA
NULL,NULL,,NULL,NULL,2015-01-29 00:00:00,Google search,0,5149,0,Construction,BA
Lagos,Nigeria,33,Male,NULL,2015-01-29 00:00:00,Google search,0,2693,0,Construction,BA
Lagos,Nigeria,32,Male,NULL,2015-01-29 00:00:00,Jobs Fairs,0,2218,0,Construction,BA
Benue State,Nigeria,28,Male,NULL,2015-01-29 00:00:00,Career Fairs,0,2173,0,Construction,BA
NULL,NULL,,NULL,NULL,2015-01-29 00:00:00,Email,0,2247,6,Banking,HND
LAGOS ,Nigeria,37,Female,NULL,2015-01-29 00:00:00,Google search,0,3470,0,Banking,HND
"Bori, Rivers, Nigeria",NULL,30,Male,NULL,2015-01-29 00:00:00,Facebook,0,6025,0,Banking,HND
DELTA,Nigeria,27,Male,NULL,2015-01-30 00:00:00,Email,0,2233,0,Banking,HND
COTE D'IVOIRE,Cote d ivoire,46,Male,NULL,2015-01-30 00:00:00,Google search,0,4693,0,Banking,HND
Lagos,Nigeria,30,Male,NULL,2015-01-30 00:00:00,Google search,0,5810,0,Banking,HND
NULL,Nigeria,31,Male,NULL,2015-01-31 00:00:00,,0,3450,0,Banking,HND
Rivers State,Nigeria,30,Male,NULL,2015-01-31 00:00:00,Career Fairs,0,3438,0,Banking,HND
Lagos,NULL,41,Male,NULL,2015-01-31 00:00:00,Google search,0,3452,0,Banking,HND
Ogun,Nigeria,35,Male,NULL,2015-02-01 00:00:00,Email,0,3447,0,Banking,HND
NULL,NULL,,NULL,NULL,2015-02-01 00:00:00,Google ads,0,5505,0,Banking,HND
Lagos State,Nigeria,29,Male,NULL,2015-02-02 00:00:00,Google search,0,2649,0,Banking,HND
Rivers State,Nigeria,38,Male,NULL,2015-02-02 00:00:00,Google search,0,1259,11,Marketing,OND
Oyo,Nigeria,32,Female,NULL,2015-02-02 00:00:00,Email,0,1997,0,Marketing,OND
Rivers,Nigeria,31,Male,NULL,2015-02-03 00:00:00,Google ads,0,3641,0,Marketing,OND
ONDO,Nigeria,31,Female,NULL,2015-02-03 00:00:00,Google search,0,5179,0,Marketing,OND
Rivers State,Nigeria,34,Male,NULL,2015-02-03 00:00:00,Google search,0,1102,0,Marketing,OND
oyo,Nigeria,30,Female,NULL,2015-02-03 00:00:00,Jobs Fairs,0,1602,0,Marketing,OND
NULL,NULL,,NULL,NULL,2015-02-03 00:00:00,A friend,0,548,0,Marketing,OND
NULL,Nigeria,29,Male,NULL,2015-02-03 00:00:00,,0,2136,0,Marketing,OND
ENUGU,Nigeria,27,Female,NULL,2015-02-03 00:00:00,Google search,0,3586,0,Marketing,OND
FCT,Nigeria,31,Male,Married,2015-02-04 00:00:00,A friend,0,1037,3,IT-Hardware,Msc
Oyo,Nigeria,42,Male,NULL,2015-02-04 00:00:00,Google search,0,3040,0,IT-Hardware,Msc
RIVERS,Nigeria,41,Female,NULL,2015-02-04 00:00:00,Careergong marketer,0,2404,0,IT-Hardware,Msc
Lagos,Nigeria,28,Female,NULL,2015-02-04 00:00:00,Jobs Fairs,0,5550,0,IT-Hardware,Msc
Lagos,Nigeria,33,Male,NULL,2015-02-04 00:00:00,Google search,0,6212,0,IT-Hardware,Msc
lagos,Nigeria,30,Female,NULL,2015-02-04 00:00:00,Google ads,0,823,0,IT-Hardware,Msc
Abuja,Nigeria,31,Male,NULL,2015-02-04 00:00:00,Google search,0,572,0,IT-Hardware,Msc
ONDO,Nigeria,29,Male,NULL,2015-02-05 00:00:00,Newspaper article,0,5539,0,IT-Hardware,Msc
Lagos,Nigeria,36,Male,NULL,2015-02-05 00:00:00,Google search,0,2713,0,IT-Hardware,Msc
Niger,Nigeria,28,Female,NULL,2015-02-05 00:00:00,Facebook,0,4158,0,IT-Hardware,Msc
abuja,Nigeria,27,Female,NULL,2015-02-05 00:00:00,Google search,0,3539,0,IT-Hardware,Msc
Kano,Nigeria,33,Male,NULL,2015-02-05 00:00:00,Google search,0,1297,0,IT-Hardware,Msc
Rivers,Nigeria,30,Male,NULL,2015-02-05 00:00:00,Jobs Fairs,0,2251,0,IT-Hardware,Msc
NULL,NULL,,NULL,NULL,2015-02-05 00:00:00,Google search,0,2259,0,IT-Hardware,Msc
NULL,NULL,,NULL,NULL,2015-02-05 00:00:00,Google search,0,2864,0,IT-Hardware,Msc
Rivers State,Nigeria,48,Male,NULL,2015-02-06 00:00:00,Email,0,5671,0,IT-Hardware,Msc
Rivers,Nigeria,33,Male,Single,2015-02-06 00:00:00,Radio,0,3580,2,Finance,B.Eng
NULL,NULL,,NULL,NULL,2015-02-06 00:00:00,A friend,0,2428,0,Finance,B.Eng
NULL,NULL,,NULL,NULL,2015-02-06 00:00:00,Career Fairs,0,3140,0,Finance,B.Eng
NULL,NULL,,NULL,NULL,2015-02-06 00:00:00,A friend,0,1835,0,Finance,B.Eng
NULL,NULL,,NULL,NULL,2015-02-06 00:00:00,A friend,0,1822,0,Finance,B.Eng
NULL,NULL,,NULL,NULL,2015-02-06 00:00:00,Career Fairs,0,2920,0,Finance,B.Eng
NULL,NULL,,NULL,NULL,2015-02-06 00:00:00,Google search,0,1644,0,Finance,B.Eng
Ogun,NULL,27,Male,NULL,2015-02-06 00:00:00,Google search,0,696,0,Engineering,HND
NULL,NULL,,NULL,NULL,2015-02-07 00:00:00,Google ads,0,5530,0,Engineering,HND
Lagos,Nigeria,29,Female,Single,2015-02-07 00:00:00,Google ads,0,3147,0,Banking,Bsc
NULL,NULL,,NULL,NULL,2015-02-09 00:00:00,Google search,0,3486,0,Banking,Bsc
NULL,NULL,,NULL,NULL,2015-02-09 00:00:00,Career Fairs,0,3379,0,Banking,Bsc
NULL,NULL,,NULL,NULL,2015-02-09 00:00:00,Google search,0,868,0,Banking,Bsc
NULL,NULL,,NULL,NULL,2015-02-09 00:00:00,Google search,0,2659,0,Banking,Bsc
Lagos,NULL,54,Male,NULL,2015-02-09 00:00:00,Facebook,0,5289,0,Banking,Bsc
NULL,NULL,,NULL,NULL,2015-02-09 00:00:00,Google search,0,2049,0,Banking,Bsc
Bayelsa,NULL,3,Male,NULL,2015-02-09 00:00:00,Google search,0,3500,0,Banking,Bsc
NULL,NULL,,NULL,NULL,2015-02-10 00:00:00,Google ads,0,5662,0,Banking,Bsc
NULL,NULL,,NULL,NULL,2015-02-10 00:00:00,Google ads,0,3643,0,Banking,Bsc
NULL,Nigeria,25,Male,NULL,2015-02-10 00:00:00,,0,3230,0,Banking,Bsc
NULL,NULL,,NULL,NULL,2015-02-10 00:00:00,Careergong marketer,0,3356,0,Banking,Bsc
NULL,NULL,,NULL,NULL,2015-02-11 00:00:00,Facebook,0,3838,0,Banking,Bsc
NULL,NULL,,NULL,NULL,2015-02-11 00:00:00,Careergong marketer,0,4620,3,HR,Bsc
NULL,NULL,,NULL,NULL,2015-02-12 00:00:00,Google search,0,1065,0,HR,Bsc
NULL,Nigeria,31,Female,NULL,2015-02-12 00:00:00,,0,2673,0,HR,Bsc
Lagos,NULL,25,Female,NULL,2015-02-12 00:00:00,Google search,0,2043,0,HR,Bsc
NULL,NULL,,NULL,NULL,2015-02-12 00:00:00,Google search,0,573,0,HR,Bsc
Rivers,NULL,34,Male,NULL,2015-02-12 00:00:00,Careergong marketer,0,5820,0,HR,Bsc
NULL,Nigeria,27,Female,NULL,2015-02-13 00:00:00,,0,2061,0,HR,Bsc
NULL,NULL,,NULL,NULL,2015-02-13 00:00:00,Google search,0,2354,0,HR,Bsc
NULL,NULL,,NULL,NULL,2015-02-13 00:00:00,Google search,0,4534,0,HR,Bsc
NULL,NULL,,NULL,NULL,2015-02-14 00:00:00,Poster at Cyber Cafe,0,4373,0,HR,Bsc
NULL,Nigeria,31,Female,NULL,2015-02-14 00:00:00,,0,1303,0,HR,Bsc
NULL,Nigeria,29,Male,NULL,2015-02-15 00:00:00,,0,170,4,Consulting,HND
NULL,NULL,,NULL,NULL,2015-02-16 00:00:00,Email,0,1539,0,Consulting,HND
NULL,NULL,,NULL,NULL,2015-02-16 00:00:00,A friend,0,2370,0,Consulting,HND
NULL,NULL,,NULL,NULL,2015-02-16 00:00:00,Jobs Fairs,0,3290,0,Consulting,HND
NULL,Nigeria,33,Male,NULL,2015-02-16 00:00:00,,0,1998,0,Consulting,HND
NULL,NULL,,NULL,NULL,2015-02-16 00:00:00,Google search,0,233,0,Consulting,HND
NULL,NULL,,NULL,NULL,2015-02-17 00:00:00,A friend,0,702,0,Consulting,HND
NULL,NULL,,NULL,NULL,2015-02-17 00:00:00,Google search,0,3393,0,Consulting,HND
Lagos,Nigeria,44,Female,Married,2015-02-18 00:00:00,Church,0,4487,10,Finance,MBA
NULL,NULL,,NULL,NULL,2015-02-18 00:00:00,Careergong marketer,0,889,0,Finance,MBA
NULL,Nigeria,30,Female,NULL,2015-02-18 00:00:00,,0,1807,0,Finance,MBA
NULL,NULL,,NULL,NULL,2015-02-18 00:00:00,Referral,0,5781,0,Finance,MBA
NULL,NULL,,NULL,NULL,2015-02-18 00:00:00,Google search,0,5355,0,Finance,MBA
NULL,NULL,,NULL,NULL,2015-02-19 00:00:00,Careergong marketer,0,4954,0,Finance,MBA
Bayelsa,Nigeria,39,Male,Married,2015-02-19 00:00:00,Google search,0,3857,9,Finance,MBA
Rivers,Nigeria,31,Male,Single,2015-02-19 00:00:00,Careergong marketer,0,3946,0,Finance,MBA
NULL,NULL,,NULL,NULL,2015-02-19 00:00:00,A friend,0,4127,0,Finance,MBA
NULL,NULL,,NULL,NULL,2015-02-20 00:00:00,Careergong marketer,0,2943,0,Finance,MBA
NULL,NULL,,NULL,NULL,2015-02-20 00:00:00,Email,0,3661,0,Finance,MBA
RIVERS STATE,Nigeria,35,Female,Single,2015-02-20 00:00:00,Referral,0,2013,3,Oil &amp; Gas,Bsc
Rivers State,Nigeria,28,Male,Single,2015-02-20 00:00:00,A friend,0,4279,2,Engineering,B.Eng
NULL,NULL,,NULL,NULL,2015-02-20 00:00:00,Facebook,0,5578,0,Engineering,B.Eng
Ogun-State,Nigeria,32,Male,Single,2015-02-20 00:00:00,Google search,0,4034,0,Engineering,HND
NULL,NULL,,NULL,NULL,2015-02-21 00:00:00,Email,0,4649,0,Engineering,HND
NULL,NULL,,NULL,NULL,2015-02-21 00:00:00,Google search,0,420,0,Engineering,HND
NULL,Nigeria,26,Female,NULL,2015-02-21 00:00:00,,0,2697,0,Engineering,HND
NULL,NULL,,NULL,NULL,2015-02-21 00:00:00,A friend,0,5616,0,Engineering,HND
NULL,NULL,,NULL,NULL,2015-02-21 00:00:00,A friend,0,3687,0,Engineering,HND
NULL,NULL,,NULL,NULL,2015-02-22 00:00:00,Google search,0,1309,0,Engineering,HND
NULL,NULL,,NULL,NULL,2015-02-22 00:00:00,Email,0,6153,0,Engineering,HND
NULL,NULL,,NULL,NULL,2015-02-23 00:00:00,Jobs Fairs,0,3533,0,Engineering,HND
Rivers state,Nigeria,35,Male,Single,2015-02-23 00:00:00,Careergong marketer,0,6088,3,Engineering,Bsc
RIVERS,Nigeria,39,Male,Single,2015-02-24 00:00:00,Email,0,2120,5,Finance,Bsc
NULL,NULL,,NULL,NULL,2015-02-24 00:00:00,A friend,0,5870,0,Finance,Bsc
Lagos,NULL,30,Female,NULL,2015-02-24 00:00:00,Careergong marketer,0,2419,0,Finance,Bsc
NULL,NULL,,NULL,NULL,2015-02-25 00:00:00,Google search,0,2688,1,Oil &amp; Gas,B.Eng
NULL,Nigeria,31,Female,NULL,2015-02-25 00:00:00,,0,935,0,Oil &amp; Gas,B.Eng
NULL,NULL,,NULL,NULL,2015-02-25 00:00:00,Google search,0,473,3,Finance,B.Eng
Lagos,Nigeria,33,Male,NULL,2015-02-26 00:00:00,Email,0,1461,0,Finance,B.Eng
NULL,Nigeria,27,Male,NULL,2015-02-26 00:00:00,,0,1618,0,Finance,B.Eng
NULL,NULL,,NULL,NULL,2015-02-26 00:00:00,Careergong marketer,0,3776,0,Finance,B.Eng
Rivers State,Nigeria,32,Female,NULL,2015-02-26 00:00:00,A friend,0,5661,0,Finance,B.Eng
NULL,Nigeria,30,Male,NULL,2015-02-27 00:00:00,,0,469,0,Finance,B.Eng
ogun state,Nigeria,25,Female,Single,2015-02-28 00:00:00,Career Fairs,0,699,2,Finance,Bsc
Lagos,Nigeria,35,Male,Single,2015-03-01 00:00:00,A friend,0,3168,0,Finance,Bsc
NULL,NULL,,NULL,NULL,2015-03-01 00:00:00,Email,0,2236,0,Finance,Bsc
NULL,NULL,,NULL,NULL,2015-03-02 00:00:00,Google search,0,1674,0,Finance,Bsc
NULL,NULL,,NULL,NULL,2015-03-02 00:00:00,Facebook,0,3268,0,Finance,Bsc
NULL,NULL,,NULL,NULL,2015-03-03 00:00:00,A friend,0,1074,8,Finance,HND
NULL,Nigeria,25,Female,NULL,2015-03-03 00:00:00,,0,2536,0,Finance,HND
NULL,NULL,,NULL,NULL,2015-03-03 00:00:00,Jobs Fairs,0,3852,0,Finance,HND
,NULL,111,Male,NULL,2015-03-03 00:00:00,Facebook,0,3930,0,Finance,HND
Niger,Nigeria,28,Male,NULL,2015-03-03 00:00:00,Facebook,0,4869,0,Finance,HND
Lagos,Nigeria,51,Male,NULL,2015-03-03 00:00:00,Facebook,0,2917,0,Finance,HND
NULL,NULL,,NULL,NULL,2015-03-03 00:00:00,Google search,0,3221,0,Finance,HND
NULL,NULL,,NULL,NULL,2015-03-03 00:00:00,Facebook,0,2154,0,Finance,HND
Virginia,United States,107,Male,NULL,2015-03-03 00:00:00,Facebook,0,2807,0,Finance,HND
Anambra,NULL,32,Male,NULL,2015-03-03 00:00:00,Google search,0,3849,0,Finance,HND
Abia,NULL,31,Male,NULL,2015-03-03 00:00:00,Facebook,0,5266,0,Finance,HND
OYO,Nigeria,33,Male,NULL,2015-03-04 00:00:00,Facebook,0,3095,0,Finance,HND
NULL,NULL,,NULL,NULL,2015-03-04 00:00:00,Google search,0,2199,0,Finance,HND
NULL,NULL,,NULL,NULL,2015-03-04 00:00:00,Facebook,0,3372,0,Finance,HND
FCT,Nigeria,32,Female,Single,2015-03-04 00:00:00,Facebook,0,5900,3,Merchandising,HND
Rivers,NULL,30,Male,NULL,2015-03-04 00:00:00,Facebook,0,5267,0,Merchandising,HND
NULL,NULL,,NULL,NULL,2015-03-04 00:00:00,Facebook,0,708,0,Merchandising,HND
NULL,NULL,,NULL,NULL,2015-03-04 00:00:00,SMS,0,1377,0,Merchandising,HND
Lagos,NULL,36,Male,NULL,2015-03-04 00:00:00,Facebook,0,5987,0,Merchandising,HND
NULL,NULL,,NULL,NULL,2015-03-04 00:00:00,Facebook,0,3190,0,Merchandising,HND
NULL,NULL,,NULL,NULL,2015-03-04 00:00:00,Jobs Fairs,0,6218,0,Merchandising,HND
NULL,NULL,,NULL,NULL,2015-03-04 00:00:00,Facebook,0,4557,0,Merchandising,HND
Lagos,NULL,27,Male,NULL,2015-03-04 00:00:00,Facebook,0,2847,0,Merchandising,HND
NULL,NULL,,NULL,NULL,2015-03-04 00:00:00,Facebook,0,1511,0,Merchandising,HND
California,United States,40,Male,NULL,2015-03-04 00:00:00,Facebook,0,5950,0,Merchandising,HND
NULL,NULL,,NULL,NULL,2015-03-04 00:00:00,Facebook,0,1000,0,Merchandising,HND
Lagos,NULL,27,Male,NULL,2015-03-04 00:00:00,Facebook,0,4803,0,Merchandising,HND
NULL,NULL,,NULL,NULL,2015-03-05 00:00:00,Facebook,0,848,1,Management,BA
Ondo City,Nigeria,31,Male,Single,2015-03-05 00:00:00,Facebook,0,178,0,Management,BA
NULL,NULL,,NULL,NULL,2015-03-05 00:00:00,Facebook,0,2484,0,Management,BA
NULL,NULL,,NULL,NULL,2015-03-05 00:00:00,Email,0,3618,0,Management,BA
NULL,NULL,,NULL,NULL,2015-03-05 00:00:00,Facebook,0,5321,0,Management,BA
RIVERS,Nigeria,33,Male,NULL,2015-03-05 00:00:00,Referral,0,4749,0,Management,BA
NULL,NULL,,NULL,NULL,2015-03-05 00:00:00,Jobs Fairs,0,796,0,Management,BA
NULL,NULL,,NULL,NULL,2015-03-05 00:00:00,A friend,0,3063,0,Management,BA
NULL,NULL,,NULL,NULL,2015-03-05 00:00:00,Facebook,0,2421,0,Management,BA
NULL,NULL,,NULL,NULL,2015-03-05 00:00:00,Facebook,0,1342,0,Management,BA
lagos,Nigeria,34,Male,Single,2015-03-05 00:00:00,,0,3603,0,Management,BA
NULL,NULL,,NULL,NULL,2015-03-05 00:00:00,Facebook,0,4432,0,Management,BA
NULL,NULL,,NULL,NULL,2015-03-05 00:00:00,Facebook,0,6008,0,Management,BA
NULL,NULL,,NULL,NULL,2015-03-05 00:00:00,Facebook,0,384,0,Management,BA
NULL,NULL,,NULL,NULL,2015-03-05 00:00:00,Newspaper Ads,0,1940,0,Management,BA
California,United States,36,Male,NULL,2015-03-05 00:00:00,Facebook,0,1398,0,Management,BA
Lagos,Nigeria,35,Male,NULL,2015-03-06 00:00:00,Facebook,0,4179,0,Management,BA
NULL,NULL,,NULL,NULL,2015-03-06 00:00:00,Email,0,1943,0,Management,BA
Lagos,Nigeria,31,Male,NULL,2015-03-06 00:00:00,Facebook,0,1515,0,Management,BA
NULL,NULL,,NULL,NULL,2015-03-06 00:00:00,Facebook,0,4656,0,Management,BA
Rivers,NULL,39,Male,NULL,2015-03-06 00:00:00,Google search,0,4520,0,Management,BA
NULL,NULL,,NULL,NULL,2015-03-06 00:00:00,Google search,0,5068,0,Management,BA
NULL,NULL,,NULL,NULL,2015-03-06 00:00:00,Careergong marketer,0,1599,0,Management,BA
NULL,Nigeria,32,Male,NULL,2015-03-06 00:00:00,,0,2767,0,Management,BA
NULL,NULL,,NULL,NULL,2015-03-06 00:00:00,Facebook,0,5506,0,Management,BA
NULL,NULL,,NULL,NULL,2015-03-06 00:00:00,Facebook,0,6148,0,Management,BA
NULL,NULL,,NULL,NULL,2015-03-06 00:00:00,Career Fairs,0,3575,2,Finance,HND
NULL,NULL,,NULL,NULL,2015-03-06 00:00:00,Google search,0,315,0,Finance,HND
lagos,Nigeria,31,Male,Single,2015-03-06 00:00:00,Facebook,0,1508,3,Management,HND
